Pathway	pVal	zScore	Genes	type	comparison
thioacetamide Signaling	4.25570701687732	2.596	ACOT2,BIRC3,CD44,CD55,CDCP1,GFAP,HGF,IFITM2,LGALS1,MMP2,PROM1,RFC4,TES	Upstream	Q73_Vs_Q23_Glia
ERBB2 Signaling	4.23882418684427	-0.114	ADAM12,ADAM19,ADAMTS16,BCL3,BIRC3,CD34,CD59,CDCP1,COL4A1,EIF4EBP1,FASN,HAS2,HMGCR,IDI1,ITGA6,LAMB1,LGALS1,NDST1,NRP1,PLAU,PMEPA1,PROM1,RFC4,RNF41,SQLE,SRPX	Upstream	Q73_Vs_Q23_Glia
SH3TC2 Signaling	4.21324857785444	-2.236	HMGCR,HMGCS1,IDI1,SC5D,SQLE	Upstream	Q73_Vs_Q23_Glia
TICAM1 Signaling	4.20065945054642	2.377	AK3,BCL3,CEBPD,ICAM1,IFI16,IFIT1,PSTPIP2,SOCS3,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
(-)-norephedrine Signaling	4.18375870000822	-2	HMGCR,HMGCS1,IDI1,SQLE	Upstream	Q73_Vs_Q23_Glia
SMARCA4 Signaling	4.17457388223218	2.568	A2M,ARRDC4,CD44,CD74,CIITA,CXCR4,DYNLT3,FGFR2,ICAM1,IFI16,IFIT1,IFITM1,IFITM2,LGALS1,MMP2,NAP1L3,NRP1,NRP2,OCIAD2,PGM2L1,RBP1,RUNX2,SRPX	Upstream	Q73_Vs_Q23_Glia
Gm35986 Signaling	4.15676722190199	0	HMGCR,HMGCS1,IDI1	Upstream	Q73_Vs_Q23_Glia
KCNMA1 Signaling	4.15676722190199	0	CRH,KCNMA1,MMP2	Upstream	Q73_Vs_Q23_Glia
lysophosphatidylcholine Signaling	4.08354605145007	0.032	CD74,FASN,HMGCR,HMGCS1,ICAM1,PLAU,SQLE	Upstream	Q73_Vs_Q23_Glia
NOX4 Signaling	4.06248210798265	2.17	CD44,CTH,HAS2,ICAM1,MMP2	Upstream	Q73_Vs_Q23_Glia
tosedostat Signaling	4.06248210798265	2.236	CHAC1,CTH,DDIT4,PSAT1,STC2	Upstream	Q73_Vs_Q23_Glia
DICER1 Signaling	4.05948351506743	-0.647	CD44,CRH,CXCR4,GBP3,HMGCR,ICAM1,ITGA4,ITGA6,mir-10,OPTN,PLAU,RFTN1,S1PR1,SOCS3	Upstream	Q73_Vs_Q23_Glia
cycloheximide Signaling	4.00788851221305	-1.635	BIRC3,CD44,CD55,CEBPD,CXCR4,DDIT4,HGF,ICAM1,IFIT1,KCND3,MMP2,PLAU,PMAIP1,RUNX2,SOCS3,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
SP1 Signaling	4.00480370840282	2.74	ABCD2,CD55,CD59,CEBPD,CIITA,CTH,CXCR4,FASN,HAS2,HGF,HMGA1,HMGCR,ICAM1,MMP2,PLAU,PMAIP1,PPARD,PROM1,RUNX2,SLC7A1,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
IL17A Signaling	4	1.64	BCL3,CEBPD,CXCR4,EDIL3,ICAM1,MMP2,NRP1,OSMR,PLAU,PODXL,SOCS3,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
BMP7 Signaling	4	0.686	CD34,CD44,CEBPD,FASN,GRB14,ICAM1,MMP2,RUNX2,SOCS3	Upstream	Q73_Vs_Q23_Glia
carboplatin Signaling	3.99567862621736	0.816	A2M,CD44,CDCP1,FXYD5,HAS2,PMAIP1	Upstream	Q73_Vs_Q23_Glia
trans-hydroxytamoxifen Signaling	3.99567862621736	-0.905	DDIT4,EPB41L3,FZD8,LAMB1,MMD,MMP2,PLAU,PLOD2,RFC4,S1PR1,TMEM131L	Upstream	Q73_Vs_Q23_Glia
poly rI:rC-RNA Signaling	3.97469413473523	2.338	BIRC3,BST2,CD44,CD74,CEBPD,CXCR4,ICAM1,IFI16,IFIT1,mir-10,MMP2,NMI,PLAAT4,PLAU,PLCG1,PMAIP1,SERPING1,ST8SIA4,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
SIRT2 Signaling	3.95078197732982	-2	HMGCR,IDI1,SC5D,SQLE	Upstream	Q73_Vs_Q23_Glia
LMNB1 Signaling	3.94692155651658	1.98	FASN,HMGCR,HMGCS1,HS6ST2,PAPPA,SQLE	Upstream	Q73_Vs_Q23_Glia
C4BP Signaling	3.91721462968355	0	HMGCR,HMGCS1,IDI1	Upstream	Q73_Vs_Q23_Glia
hexachlorobenzene Signaling	3.89619627904404	2.449	A2M,CD44,FXYD5,MMP2,RFTN1,TES	Upstream	Q73_Vs_Q23_Glia
cisplatin Signaling	3.88605664769316	3.618	A2M,BIRC3,CASP6,CD44,CDCP1,CLCN6,DDIT4,ECE1,FASN,FXYD5,HMGCR,HMGCS1,ICAM1,IFITM1,LAMB1,mir-10,MMP2,NMI,PHGDH,PMAIP1,RFTN1,SOCS3,STARD4,TES,TXNIP	Upstream	Q73_Vs_Q23_Glia
SUMO3 Signaling	3.85698519974591	-0.447	CD59,CTH,GRB14,HMGA1,LAMP3	Upstream	Q73_Vs_Q23_Glia
PML Signaling	3.80966830182971	1.435	BST2,CIITA,CXCR4,FASN,HMGCR,HMGCS1,IDI1,IFIT1,IFITM1,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
thalidomide Signaling	3.79317412396815	-2.2	BIRC3,ICAM1,KCNMA1,NRP1,NRP2	Upstream	Q73_Vs_Q23_Glia
IL6 Signaling	3.79048498545737	2.824	A2M,BCL3,BST2,CD44,CD74,CEBPD,CIITA,CRH,CXCR4,GBP3,GFAP,HGF,ICAM1,IFI16,IFIT1,LGALS1,MMD,MMP2,PLAU,PROM1,RUNX2,SC5D,SNX10,SOCS3	Upstream	Q73_Vs_Q23_Glia
SREBF2 Signaling	3.77469071827414	-2.606	FASN,HMGCR,HMGCS1,IDI1,SC5D,SQLE,STARD4	Upstream	Q73_Vs_Q23_Glia
sunitinib Signaling	3.75696195131371	-2.425	CD44,ICAM1,ITGA4,ITGA6,LAMB1,mir-10	Upstream	Q73_Vs_Q23_Glia
Immunoglobulin Signaling	3.74957999769111	0.52	ADAM19,BCL3,BIRC3,CD44,CD74,CEBPD,CIITA,CTH,CXCR4,FASN,GFAP,ICAM1,ITGA4,MMP2,MTHFD2,NRP1,PLAU,SOCS3,SQLE	Upstream	Q73_Vs_Q23_Glia
CHUK Signaling	3.74472749489669	2.577	CEBPD,GBP3,ICAM1,IFI16,MFAP5,MMP2,PLAU,RBP1,SNX10,SOCS3,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
SPP1 Signaling	3.74232142513082	2.042	CD44,FGFR2,GFAP,HAS2,HMGCR,ICAM1,MMP2,PLAU,RUNX2,SC5D	Upstream	Q73_Vs_Q23_Glia
SUMO2 Signaling	3.73282827159699	-0.447	CD59,CTH,GRB14,HMGA1,LAMP3	Upstream	Q73_Vs_Q23_Glia
cyclosporin A Signaling	3.71669877129645	-0.928	A2M,BCAT1,BIRC3,CD44,CD55,CXCR4,DDIT4,EDIL3,FASN,FXYD5,GFAP,HERPUD1,HMGCR,ICAM1,MMP2,RFTN1,RUNX2	Upstream	Q73_Vs_Q23_Glia
Tgf beta Signaling	3.68402965454308	1.715	ADAM12,CIITA,COL4A1,CTF1,CXCR4,ITGA6,LMCD1,MMP2,PLAU,PMEPA1,PROM1,RUNX2,SOCS3	Upstream	Q73_Vs_Q23_Glia
ATP7B Signaling	3.67366413907125	-2.236	FASN,HMGCR,HMGCS1,IDI1,SQLE	Upstream	Q73_Vs_Q23_Glia
sphingosine-1-phosphate Signaling	3.66958622665081	2.452	CD44,HAS2,ICAM1,NRP1,NRP2,RUNX2,S1PR1	Upstream	Q73_Vs_Q23_Glia
KRAS Signaling	3.66154350639539	0.49	BIRC3,CD44,CD74,COL4A1,EFEMP1,FASN,FRRS1L,GFAP,HMGA1,IFIT1,IFITM1,IFITM2,LAMB1,LAMP3,MAN2A1,mir-10,MMD,MMP2,PMAIP1,PPARD,SORT1	Upstream	Q73_Vs_Q23_Glia
LINC00963 Signaling	3.65955588515988	-0.762	CAB39L,CXCR4,ICAM1,ITGA9	Upstream	Q73_Vs_Q23_Glia
sirolimus Signaling	3.63638802010786	0.216	BCL3,CXCR4,DDIT4,DOT1L,FASN,HGF,ICAM1,IDI1,LAMB1,mir-10,MMP2,PLAU,PPARD,PROM1,RPL37,RUNX2,SLC1A5,SOCS3,SQLE	Upstream	Q73_Vs_Q23_Glia
bisindolylmaleimide I Signaling	3.63078414258986	-1.4	BIRC3,CD44,CD55,EIF4EBP1,HAS2,ICAM1,MMP2,S1PR1	Upstream	Q73_Vs_Q23_Glia
MLXIP Signaling	3.62708799702989	0	ARRDC4,TXNIP	Upstream	Q73_Vs_Q23_Glia
gentamicin C Signaling	3.6252516539899	2.449	A2M,BIRC3,CD44,FXYD5,RFTN1,TES	Upstream	Q73_Vs_Q23_Glia
salmonella minnesota R595 lipopolysaccharides Signaling	3.60380065290426	2.761	AK3,BCL3,CEBPD,ICAM1,PSTPIP2,SLFN5,SOCS3,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
CTNNB1 Signaling	3.58670023591875	0.766	ABCD2,CD34,CD44,CNTFR,COL4A1,EDIL3,ENPP1,FASN,GFAP,HMGCR,HMGCS1,IDI1,IFIT1,IFITM1,ITGA4,ITGA6,LAMB1,mir-10,MMP2,NRP2,PLAU,PROM1,RUNX2,SLC1A5,SLC6A1	Upstream	Q73_Vs_Q23_Glia
PI3K (family) Signaling	3.57511836336893	-0.198	BIRC3,CXCR4,DDIT4,FASN,IFIT1,ITGA6,MMP2,TXNIP	Upstream	Q73_Vs_Q23_Glia
MAPK1 Signaling	3.57186520597121	-1.343	ADAM12,APOL6,ARC,BST2,IFI16,IFIT1,IFITM1,LAMP3,LGALS1,MMP2,NMI,NRP1,NUPR1,OLFML2A,PLAU	Upstream	Q73_Vs_Q23_Glia
troglitazone Signaling	3.57186520597121	-1.726	ABCD2,ACOT2,BIRC3,CD59,CEBPD,CEP70,CIITA,COL4A1,FASN,HGF,ICAM1,IFI16,ITGA6,RGS10,TWF2	Upstream	Q73_Vs_Q23_Glia
hydrogen peroxide Signaling	3.5654310959658	0.529	ANKRA2,BIRC3,CD55,CD59,CXCR4,DDIT4,FASN,HMGCR,ICAM1,ITGA6,mir-10,MMP2,PSTPIP2,RUNX2,SC5D,SQLE,TNFAIP3,TXNIP	Upstream	Q73_Vs_Q23_Glia
ritonavir Signaling	3.56224943717961	0	CD59,CEP70,HMGCR,ICAM1,IDI1,RGS10,SC5D,SQLE,TWF2	Upstream	Q73_Vs_Q23_Glia
CSF3 Signaling	3.52870828894106	1.283	BIRC3,CD34,CD44,CXCR4,GFAP,HGF,ICAM1,MMP2,SOCS3,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
ERK1/2 Signaling	3.51004152057517	2.397	BIRC3,CD44,CXCR4,ECE1,FGFR2,HAS2,HMGA1,ICAM1,IFIT1,MMP2,PLAU,RUNX2,SOCS3	Upstream	Q73_Vs_Q23_Glia
HTT Signaling	3.50723961097316	2.401	ACOT2,ACTN2,BCL3,CD74,CLIC6,COL4A1,EPB41L3,FASN,GFAP,GRM3,HMGA1,HMGCR,HMGCS1,IFI16,MMP2,PPARD,PROM1,RRS1,SERPING1,SGTB,SORT1,TIAM1	Upstream	Q73_Vs_Q23_Glia
RHO Signaling	3.50307035192679	-0.816	CD44,CD74,CEBPD,DPYSL3,SERPING1,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
Insulin Signaling	3.49757288001557	-0.183	COL4A1,CRH,CTH,DDIT4,FASN,GFAP,GRB14,HMGCR,ICAM1,LAMB1,mir-10,MMP2,PPARD,SLC7A1,SORT1,SQLE,VTI1A	Upstream	Q73_Vs_Q23_Glia
triamcinolone acetonide Signaling	3.49485002168009	-0.389	CD44,CHL1,CTH,DCBLD2,FGFR2,MT1F,PLAU,RNF41,ST8SIA4,STC2,TXNIP	Upstream	Q73_Vs_Q23_Glia
kaempferol Signaling	3.4907974776689	0	ICAM1,MMP2,PLAU,RUNX2	Upstream	Q73_Vs_Q23_Glia
pitavastatin Signaling	3.4907974776689	-1.987	HMGCR,HMGCS1,IDI1,SQLE	Upstream	Q73_Vs_Q23_Glia
EIF2AK2 Signaling	3.47237009912866	1.709	CEBPD,IFIT1,IFITM1,IFITM2,NMI,SOCS3,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
lithium chloride Signaling	3.46852108295774	-1.414	B4GALT1,BCL3,CD44,GFAP,HMGCR,HMGCS1,IDI1,MMP2	Upstream	Q73_Vs_Q23_Glia
Ca2+ Signaling	3.45967052520913	0.362	ARC,CEBPD,CRY1,CXCR4,ENPP1,FASN,FGFR2,HMGCR,ICAM1,ITGA6,PLCG1,RUNX2	Upstream	Q73_Vs_Q23_Glia
TXNIP Signaling	3.45222529461218	2.208	DDIT4,FASN,ICAM1,STARD4,TXNIP	Upstream	Q73_Vs_Q23_Glia
phenacetin Signaling	3.45222529461218	2.219	A2M,BIRC3,CD44,RFTN1,TES	Upstream	Q73_Vs_Q23_Glia
FAS Signaling	3.45099673797421	-2.283	BIRC3,CD44,CD59,CEBPD,COL4A1,ICAM1,IFIT1,IL13RA1,LAMP3,NUAK2,OPTN,PLAU,RUNX2,TNFAIP3,TWF2	Upstream	Q73_Vs_Q23_Glia
26s Proteasome Signaling	3.44611697335613	-0.113	BCL3,BIRC3,GFAP,ICAM1,S1PR1,SOCS3,TXNIP,ULBP1,WIPI1	Upstream	Q73_Vs_Q23_Glia
PGR Signaling	3.43415218132648	3.031	AK3,BIRC3,CD44,CD59,CEBPD,CRH,CTBS,ICAM1,ITGA6,MFAP5,MTSS1,PDLIM1,PLAU	Upstream	Q73_Vs_Q23_Glia
napabucasin Signaling	3.42481215507234	-1.633	CD34,CD44,FGFR2,HPRT1,ITGA4,ITGA6	Upstream	Q73_Vs_Q23_Glia
cholesterol Signaling	3.40560744962457	3.048	FASN,HMGCR,HMGCS1,ICAM1,IDI1,MMP2,PSAT1,SC5D,SOCS3,SQLE,STARD4	Upstream	Q73_Vs_Q23_Glia
ADIPOQ Signaling	3.40120949323688	0.874	BCL3,CASP6,CRH,FASN,ICAM1,MMP2,PPARD,SOCS3,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
ITGA4 Signaling	3.39902710431325	0	ITGA4,MMP2,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
RASSF1 Signaling	3.38090666937326	-0.478	AMIGO2,COL4A1,CXCR4,EFEMP1,EPB41L3,MMP2,SRPX	Upstream	Q73_Vs_Q23_Glia
MBD2 Signaling	3.34969247686806	1.969	BIRC3,EFNA5,MMP2,NUPR1,PLAU,PROM1	Upstream	Q73_Vs_Q23_Glia
SPDEF Signaling	3.34969247686806	-1.342	BIRC3,CD34,COL4A1,FZD8,ITGA6,PLAU	Upstream	Q73_Vs_Q23_Glia
FOS Signaling	3.34775365899668	0.478	A2M,ADAM12,B4GALT1,CD44,CMTM4,CRH,CTH,FASN,HAS2,ICAM1,ITGA6,MMP2,MMRN1,MYO5B,OCIAD2,PLAU,PMEPA1,RBP1,SOCS3	Upstream	Q73_Vs_Q23_Glia
IL13 Signaling	3.32239304727951	2.196	BCL3,CASP6,CD44,CXCR4,DYNLT3,ICAM1,IL13RA1,MMP2,MTSS1,PLAU,QSOX1,RFTN1,SOCS3,SORT1,ST8SIA4	Upstream	Q73_Vs_Q23_Glia
tyrphostin AG 1478 Signaling	3.31336373073771	-1.353	CXCR4,HAS2,ICAM1,MMP2,PLAU,RUNX2	Upstream	Q73_Vs_Q23_Glia
adenosine Signaling	3.30364361126667	0	CXCR4,ICAM1,PMAIP1,SOCS3,TXNIP	Upstream	Q73_Vs_Q23_Glia
NFKBIA Signaling	3.26600071346161	1.357	A2M,BCL3,BIRC3,CEBPD,CXCR4,GBP3,HMGA1,ICAM1,IFI16,NCAN,PDLIM1,PLAU,PMEPA1,RBP1,SOCS3,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
FRS2 Signaling	3.26520017041115	0	CD44,ITGA6,PROM1	Upstream	Q73_Vs_Q23_Glia
SOX11 Signaling	3.26360349772336	0.816	BST2,CASP6,CD58,CXCR4,ITGA4,RUNX2,TIAM1	Upstream	Q73_Vs_Q23_Glia
CD14 Signaling	3.25649023527157	0	ICAM1,IFIT1,IL13RA1,SOCS3,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
spironolactone Signaling	3.24260397120698	0.743	CTF1,CXCR4,FASN,ICAM1,KCNMA1,ULBP1	Upstream	Q73_Vs_Q23_Glia
glucocorticoid Signaling	3.23882418684427	-1.888	BCL3,CD44,CD74,CEBPD,CRH,CRY1,CXCR4,FASN,HAS2,ICAM1,SOCS3,TXNIP	Upstream	Q73_Vs_Q23_Glia
trichostatin A Signaling	3.22184874961636	0.839	ARC,BCAT1,CD34,CD44,CD58,CIITA,CPD,CXCR4,DDR2,FASN,HMGCR,HMGCS1,ICAM1,IFITM1,LGALS1,NRP1,NRXN1,PLAU,PMAIP1,PSAT1,RUNX2,SLC7A1,STC2,THSD4,TIAM1,TXNIP	Upstream	Q73_Vs_Q23_Glia
TGFBR2 Signaling	3.21824462534753	1.276	CD44,CLIC4,GFAP,HGF,ICAM1,MMP2,NRP1,RUNX2,SOCS3,TXNIP	Upstream	Q73_Vs_Q23_Glia
P38 MAPK Signaling	3.21467016498923	1.3	CD44,CD55,CEBPD,CXCR4,HAS2,ICAM1,ITGA4,LBX1,MMP2,PLAU,PMAIP1,RBP1,RUNX2,SOCS3	Upstream	Q73_Vs_Q23_Glia
butyric acid Signaling	3.20830935097988	-0.855	A2M,CD44,COL4A1,CXCR4,FASN,GRM3,ICAM1,IFI16,IFIT1,IFITM1,IFITM2,NRP1,PLAU,PLCG1,PMAIP1,SOCS3	Upstream	Q73_Vs_Q23_Glia
PPARA Signaling	3.18575240426808	0.354	ABCD2,ACOT2,CEBPD,CTH,ETHE1,FASN,HGF,HMGCR,HMGCS1,IDI1,mir-10,MMD,PPARD,RBP7,SC5D,SQLE	Upstream	Q73_Vs_Q23_Glia
ERK Signaling	3.16877030613294	2.133	CEBPD,HMGA1,ICAM1,LAMB1,MMP2,PLAU,PMAIP1,PPARD,RRS1,RUNX2,SORT1	Upstream	Q73_Vs_Q23_Glia
(Ala9)-autocamtide-2 Signaling	3.15428198203334	0	CRH,MMP2	Upstream	Q73_Vs_Q23_Glia
PHGDH Signaling	3.15428198203334	0	ARC,MMP2	Upstream	Q73_Vs_Q23_Glia
RNF139 Signaling	3.15428198203334	0	FASN,HMGCR	Upstream	Q73_Vs_Q23_Glia
SRT2183 Signaling	3.15428198203334	0	FASN,HMGCR	Upstream	Q73_Vs_Q23_Glia
aluminum hydroxide Signaling	3.15428198203334	0	CD34,ICAM1	Upstream	Q73_Vs_Q23_Glia
cannabinoid drugs Signaling	3.15428198203334	0	CXCR4,ICAM1	Upstream	Q73_Vs_Q23_Glia
lisofylline Signaling	3.15428198203334	0	COL4A1,LAMB1	Upstream	Q73_Vs_Q23_Glia
minodronate Signaling	3.15428198203334	0	CXCR4,ICAM1	Upstream	Q73_Vs_Q23_Glia
actinomycin D Signaling	3.15242734085789	-0.205	ARC,BIRC3,CD55,CPD,FASN,MMP2,PAPPA,PDE3A,PLAU,PMAIP1,SOCS3	Upstream	Q73_Vs_Q23_Glia
FOXO1 Signaling	3.1518108830086	-0.478	A2M,BIRC3,CASP6,COL4A1,DDIT4,EIF4EBP1,FASN,HMGCR,ICAM1,NRP2,PMAIP1,RUNX2,S1PR1,SLC25A30,SQLE,TXNIP	Upstream	Q73_Vs_Q23_Glia
CEBPB Signaling	3.1518108830086	0.571	CEBPD,CRH,CXCR4,FGFR2,GFAP,HAS2,HGF,HMGA1,ICAM1,NRP1,NUPR1,PPARD,RUNX2,SLC7A1,SOCS3	Upstream	Q73_Vs_Q23_Glia
COL1A1 Signaling	3.14508697769214	0	CLIC4,CXCR4,ICAM1	Upstream	Q73_Vs_Q23_Glia
CTNNBIP1 Signaling	3.14508697769214	0	HMGCR,HMGCS1,IDI1	Upstream	Q73_Vs_Q23_Glia
L1CAM Signaling	3.14508697769214	0	IDI1,MMP2,SQLE	Upstream	Q73_Vs_Q23_Glia
S1PR3 Signaling	3.14508697769214	0	CD44,HGF,ICAM1	Upstream	Q73_Vs_Q23_Glia
STAT1/3/5 dimer Signaling	3.14508697769214	0	BCL3,PLAU,SOCS3	Upstream	Q73_Vs_Q23_Glia
forskolin Signaling	3.13906337929991	0.491	ADAMTS16,ARC,B4GALT1,BCL3,CD44,CD55,CEBPD,CRH,CXCR4,DDIT4,FGFR2,GFAP,HAS2,ICAM1,MMD,OCIAD2,PLAU,PMAIP1,RUNX2,SH3BP4,TNFAIP3,TXNIP	Upstream	Q73_Vs_Q23_Glia
IFT88 Signaling	3.13727247168203	1.989	HMGCR,HMGCS1,IDI1,RUNX2	Upstream	Q73_Vs_Q23_Glia
THBS1 Signaling	3.13727247168203	2	ADCYAP1R1,COL4A1,MMP2,PLAU	Upstream	Q73_Vs_Q23_Glia
TIMP1 Signaling	3.13727247168203	2	CD44,HGF,MMP2,PLAU	Upstream	Q73_Vs_Q23_Glia
Sos Signaling	3.12842706445412	0	ADAM12,B4GALT1,CD44,CMTM4,ITGA6,MMRN1,MYO5B,PLAU,PMEPA1,RBP1	Upstream	Q73_Vs_Q23_Glia
Tnf (family) Signaling	3.1266793981846	0.508	BIRC3,CRH,GRM3,HTR2A,ICAM1,RUNX2,SOCS3,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
INSIG1 Signaling	3.12551818230053	2.566	CXCR4,FASN,HMGCR,HMGCS1,IDI1,SQLE,STARD4	Upstream	Q73_Vs_Q23_Glia
sulindac sulfide Signaling	3.10790539730952	-0.186	GARS1,MTHFD2,PLAU,PPARD,RRS1,STC2	Upstream	Q73_Vs_Q23_Glia
IL10 Signaling	3.09528445472132	0.213	BCL3,CD44,CD55,CIITA,CXCR4,ICAM1,ITGA4,LAMP3,LGALS1,LZTS1,MMP2,PHGDH,SOCS3	Upstream	Q73_Vs_Q23_Glia
LIF Signaling	3.09312646527793	2.465	A2M,CD34,CEBPD,GFAP,HGF,IFI16,NMI,PAPPA2,RPE65,SOCS3	Upstream	Q73_Vs_Q23_Glia
SOX4 Signaling	3.09044397075882	2.36	CD74,CHAC1,CLIC6,EFNA5,SNX10,SORT1,TES,TIAM1,TMEM131L	Upstream	Q73_Vs_Q23_Glia
homocysteine Signaling	3.07520400420209	0.315	HERPUD1,HMGCR,IDI1,MMP2,PMAIP1,SOCS3	Upstream	Q73_Vs_Q23_Glia
15-deoxy-delta-12,14 -PGJ 2 Signaling	3.0515870342214	-1.653	BIRC3,CEBPD,CIITA,HGF,ICAM1,PLAAT4,PLAU,RUNX2,SOCS3	Upstream	Q73_Vs_Q23_Glia
TP73 Signaling	3.0467236633327	-0.145	ADAM19,CD55,CNTFR,CTH,DDIT4,FASN,FGFR2,LZTS1,MMP2,NAP1L3,NRP1,NUPR1,PLAU,PMAIP1,SERPING1	Upstream	Q73_Vs_Q23_Glia
hydrocortisone Signaling	3.03763066432998	0.684	CEBPD,CRH,CXCR4,HGF,ICAM1,MT3,STC2,TNFAIP3	Upstream	Q73_Vs_Q23_Glia
CYP51A1 Signaling	3.03621217265444	0	HMGCR,SC5D,SQLE	Upstream	Q73_Vs_Q23_Glia
Sod Signaling	3.03621217265444	0	ICAM1,MMP2,PMAIP1	Upstream	Q73_Vs_Q23_Glia
MYB Signaling	3.03245202378114	-0.592	ADAM12,BIRC3,CASP6,CD34,COL4A1,CXCR4,ICAM1,MTSS1,SLC1A5	Upstream	Q73_Vs_Q23_Glia
MIF Signaling	3.02136305161553	1.542	CD44,CXCR4,FASN,HGF,ICAM1,ITGA4,MMP2	Upstream	Q73_Vs_Q23_Glia
TFAP2A Signaling	3.02136305161553	-0.391	BIRC3,DCBLD2,EFEMP1,MMP2,PLAU,PODXL,PPARD	Upstream	Q73_Vs_Q23_Glia
ABCB4 Signaling	3.01637371287547	0	ABCD2,COL4A1,MMP2,PROM1	Upstream	Q73_Vs_Q23_Glia
ramipril Signaling	3.01637371287547	-1	COL4A1,CRH,LAMB1,MMP2	Upstream	Q73_Vs_Q23_Glia
CNTF Signaling	3.012780770092	1.83	A2M,CEBPD,CNTFR,FASN,GFAP,SOCS3	Upstream	Q73_Vs_Q23_Glia
Cell movement	7.49757288001557	0.767	ST8SIA4,MMP2,PLAU,IFITM1,LAMB1,mir-10,SIX4,EFNA5,GRM3,BCAS3,PROM1,CXCR4,MTSS1,ENPP1,ADAM12,CIITA,S1PR1,BCAT1,DCBLD2,KCNMA1,COL4A1,CD74,RBP1,DDIT4,TIAM1,ADAM19,RNF41,SORT1,MYO5B,OSMR,PPARD,LMCD1,CDCP1,CHL1,FUT9,NRP1,CD55,ITGA4,RGS10,CD34,NDST1,IFI16,HGF,PDLIM1,RUNX2,GRB14,FGFR2,CD59,EFEMP1,CRH,SOCS3,LGALS1,NRP2,PAPPA,DPCD,HMGCR,FASN,BCL3,NUAK2,PODXL,MT1F,B4GALT1,A2M,HAS2,PCDH10,CLIC4,SH3BP4,BCAN,EIF4EBP1,ADCYAP1R1,HTR2A,CAB39L,HMGA1,CEBPD,CD58,ITGA6,ITGA9,EDIL3,CD44,MT3,GFAP,SHC3,CRY1,BST2,TNFAIP3,DPYSL3,PLCG1,LBX1,ICAM1,SERPING1,SLC16A4,DDR2	Functional	Q73_Vs_Q23_Glia
Neuromuscular disease	7.39577394691553	-0.218	THBS3,PSAT1,ST8SIA4,LAMB1,HMGCR,mir-10,BCL3,SC5D,PODXL,STARD4,A2M,BRINP1,SRPX,RRS1,SQLE,KCNH7,ACTN2,SH3BP4,KCND3,OPTN,S1PR1,HTR2A,CIITA,KCNMA1,SGTB,PLOD2,RAB39B,CD74,CASQ1,SEPTIN6,GABRQ,SORT1,CD44,GFAP,CASP6,BST2,LMCD1,IFIT1,DPYSL3,PLAAT4,CD55,ITGA4,ADAMTSL1,SERPING1,PDLIM1,HERPUD1,NKX6-2	Functional	Q73_Vs_Q23_Glia
Organization of extracellular matrix	7.30016227413275	0	COL4A1,MMP2,MFAP5,LAMB1,ITGA6,ADAM19,BCL3,ITGA9,CD44,B4GALT1,GFAP,OLFML2A,A2M,NCAN,ADAM12,ITGA4,BCAN,ICAM1,DDR2	Functional	Q73_Vs_Q23_Glia
Development of neurons	7.21324857785444	0.824	FGFR2,AMIGO2,PHGDH,CRH,PLAU,ST8SIA4,LZTS1,NRP2,LAMB1,SIX4,mir-10,FASN,EFNA5,HPRT1,DNER,ADGRB2,A2M,CXCR4,MTSS1,FBXW8,ECE1,BCAN,EIF4EBP1,OPTN,COL4A1,CTF1,TIAM1,ADAM19,NRXN1,CD44,MYO5B,CASP6,PPARD,EPB41L3,SLITRK6,CHL1,NRP1,DPYSL3,NCAN,SEZ6L2,CNTNAP1,LBX1,ICAM1,HGF	Functional	Q73_Vs_Q23_Glia
Neuronal cell death	6.7619538968712	-0.104	CD59,AMIGO2,ST8SIA4,PLAU,LGALS1,SIX4,mir-10,EFNA5,HPRT1,CNTFR,GRM3,A2M,AARS1,VTI1A,MTSS1,ADAM12,OPTN,ADCYAP1R1,KCNMA1,CTF1,SORT1,MT3,GFAP,SHC3,CASP6,OSMR,PPARD,TNFAIP3,CHL1,NRP1,DPYSL3,NUPR1,RGS10,CTH,HGF,HERPUD1,NKX6-2	Functional	Q73_Vs_Q23_Glia
