Pathway	pVal	zScore	Genes	type	comparison
TLR9 Signaling	15.2111248842246	3.767	Ccl2,CD274,CD86,CSF1,CXCL10,CXCL2,CXCL3,IFI16,Ifi202b,IFI35,IFI44L,IFIT1,IFIT1B,IFIT2,IL12B,IL1B,IL23A,IL6,IRF1,IRF7,IRF9,ISG20,LAMP2,Mx1,NAMPT,OAS2,Oasl2,PTGS2,RAB7B,RSAD2,SERPINE1,STAT1,STAT2,TBX21,TLR7,TNF,TNFSF10,USP18	Upstream	R62_12wk
IL1RN Signaling	14.9913998282381	-4.254	CXCL3,DDX58,HERC6,IFI44,IFI44L,IFIH1,IGF1,IL1B,IL23A,IL6,IRF1,IRF7,IRF9,ISG20,OAS2,OASL,PML,PTGS2,RSAD2,RTP4,SERPINE1,SPP1,STAT2,TNF,TNFSF10,USP18,VEGFA	Upstream	R62_12wk
MAP3K7 Signaling	14.8041003475908	2.145	Ccl2,CH25H,CXCL10,CXCL2,DDX58,IFI44,IFIH1,IFIT1,IFIT2,IL12B,IL1B,IL6,IRF1,IRF7,OAS2,OASL,PTGS2,RGS2,RNASEL,SERPINE1,TNF,TNFSF10,XAF1	Upstream	R62_12wk
IRF9 Signaling	14.7798919119599	1.906	CXCL10,Cxcl9,GBP6,IFIT1,IFIT2,IFITM3,Iigp1,IL6,IRF1,IRF7,OAS2,Oasl2,RTP4,STAT1,STAT2,TNF,TNFSF10,ZBP1	Upstream	R62_12wk
TLR7 Signaling	14.7055337738384	3.874	Ccl2,CCND3,CD274,CD86,CXCL10,CXCL2,CXCL3,HIVEP2,IFI35,IFI44L,IFIT1,IFIT1B,IL12B,IL1B,IL23A,IL6,IRF1,IRF7,IRF9,ISG20,Mx1,OAS2,PLAU,RSAD2,STAT1,STAT2,TLR7,TNF	Upstream	R62_12wk
IL1B Signaling	14.3936186348894	4.738	ABCD3,ANKH,APOE,ATP2A2,CALB1,Ccl2,CD274,CD86,CMPK2,CSF1,CXCL10,Cxcl11,CXCL2,CXCL3,Cxcl9,CXCR4,CYBB,DBI,DNMT3A,EGLN3,F3,FKBP5,FLT1,FN1,FOXO1,GAS5,GAS6,GBP6,GLA,GSK3B,Gzmb,HELZ2,HGF,HLA-A,HSPA1A/HSPA1B,HSPB1,IFI16,IFIT1,IFIT1B,IGF1,IL12B,IL16,IL1B,IL1RN,IL23A,IL6,IRF1,IRF7,ISG20,KLRB1,LOX,NAMPT,NFATC2,NFE2L2,OAS2,OLR1,OSM,PENK,PLAU,PTGS2,RAC2,RORA,RSAD2,SCUBE1,SERPINE1,SLAMF1,SNAP25,SOCS2,SPP1,STAR,STAT1,SYVN1,TBX21,TCFL5,TCIM,TLR7,TNF,TNFAIP2,TNFSF10,TSC22D3,UBE2L6,USP18,VEGFA,YY1	Upstream	R62_12wk
MAPK1 Signaling	14.3080348972326	-2.993	ADAR,APOE,BLZF1,CAPN2,CHST2,CTSW,DDX58,EGLN3,EIF2AK2,EVI5,FN1,IFI16,IFI35,IFI44,IFIH1,IFIT1,IFIT2,IFITM3,IL1B,IL1RN,IL6,IRF7,IRF9,ISG20,ITPR2,LGALS3,LGALS3BP,NFE2L2,OAS2,OASL,OSM,PARP12,PLAU,PML,PTGS2,RGS2,SOCS2,SP110,SPP1,STAT1,STAT2,TBX21,TNF,TNFSF10,TRIM25,TRIM5,UBE2L6,USP18,ZC3HAV1	Upstream	R62_12wk
SIRT1 Signaling	14.2732727909734	-4.63	ABCG1,ADAR,Apoc1,AURKB,Ccl2,CCND3,CD36,CD72,CMPK2,Csprs (includes others),DDX58,DDX60,DHX58,EIF2S2,FN1,FOXO1,GBP6,HELZ2,HGF,HIST2H2BF,HLA-A,HLA-DQA1,IFI44,IFIT1B,IFITM3,IGF1,Iigp1,IL12B,IL1B,IL6,IRF7,Irgm1,LGALS3,LGALS3BP,NLRC5,NPNT,OAS2,Oasl2,PARP12,PARP14,PML,PTN,RNF213,RSAD2,RTP4,SERPINE1,SP110,STAT1,TAL1,TNF,Trim30a/Trim30d,USP18,Wasl	Upstream	R62_12wk
IFIH1 Signaling	14.2464169411071	3.111	Bst2,Clec2d (includes others),CXCL10,CXCL2,IFI44L,IFIT1,IL12B,IL1B,IL6,IRF7,Ly6a (includes others),Mx1,OAS2,RSAD2,SIGLEC1,TNF,ZC3HAV1	Upstream	R62_12wk
IFNLR1 Signaling	14.0254883072627	0	CMPK2,CSF1,CXCL10,Cxcl11,CXCL2,CXCL3,IFI44,IFIH1,IFIT1B,IFIT2,IL1B,IL6,IRF7,OASL,PTGS2,RSAD2,TNF,TNFAIP2	Upstream	R62_12wk
IL21 Signaling	13.896196279044	1.814	CD86,CMPK2,CXCL10,Cxcl9,EIF2AK2,FGL2,GBP6,Gzmb,HERC6,IFI16,IFIT1,IFIT1B,IFIT2,IL23A,IL2RB,IL6,IRF7,Irgm1,Klra7 (includes others),KLRB1,Mx2,OAS2,OASL,PRF1,RORA,RSAD2,SLFN13,SOCS2,STAT2,TBX21,TNF,USP18	Upstream	R62_12wk
TMEM173 Signaling	13.7931741239682	3.355	CXCL10,CXCL2,Cxcl9,HAP1,IFI16,Ifi27l2a/Ifi27l2b,IFI44,IFIT1B,IFITM3,IL1B,IL22RA2,IL6,IRF7,Mx1,OASL,RSAD2,TNF,USP18	Upstream	R62_12wk
MYD88 Signaling	13.4854522473397	3.732	Ccl2,CD274,CD86,CH25H,CMPK2,CXCL10,CXCL2,CXCL3,Cxcl9,DNMT3A,Gzmb,HLA-A,HSP90AB1,IFIT1B,IFIT2,IGF1,IL12B,IL1B,IL1RN,IL23A,IL6,IRF1,IRF7,ITGAX,ITPR2,Ms4a4b (includes others),MSR1,OASL,OLR1,PTGS2,RSAD2,SERPINE1,SPP1,TBX21,TNF,Tnfsf9,USP18,ZC3H12C	Upstream	R62_12wk
IL6 Signaling	13.4584207560534	3.353	ANG,APOE,AREG,ARL4C,ATP2A2,Ccl2,CD274,CD36,CD86,CDK1,CEACAM1,CSF1,CXCL10,CXCL2,CXCL3,Cxcl9,CXCR4,CYBB,EGLN3,F3,FN1,FSCN1,GAL,Gzmb,HFE,HGF,HLA-A,HLA-DQA1,HPGD,IFI16,Ifi202b,IFIT1,IFIT1B,IFIT2,IFITM3,IGF1,IL12B,IL1RN,IL23A,IL6,IRF1,IRF9,KLRB1,LPL,LYZ,mir-142,MSR1,MTTP,NAMPT,PENK,PLAU,PRF1,PTGER4,PTGS2,Retnla,RNASE6,RORA,SBNO2,SEMA6D,SERPINE1,SLC12A2,SOCS2,SP110,SPP1,STAT1,TAL1,TBX21,TBXAS1,TFRC,TLR1,TLR7,TNF,TNFSF10,VEGFA	Upstream	R62_12wk
E. coli B4 lipopolysaccharide Signaling	13.308918507877	4.923	9330175E14Rik,Ccl2,CD274,CD86,Csprs (includes others),CXCL10,CXCL2,CXCL3,DDX58,F3,FGL2,GPNMB,HGF,HLA-A,IFI16,IFI35,IFIT1B,IFITM3,Iigp1,IL12B,IL1B,IL1RN,IL23A,IL6,KLHL21,Ly6a (includes others),Mx1,NCF1,Oasl2,PARP9,PDLIM5,PLAUR,PPP1R1B,PTGS2,RAB7B,RSAD2,RTP4,SLC6A12,TNF,TNFSF10,Trim30a/Trim30d,USP18,ZBP1	Upstream	R62_12wk
PRL Signaling	13.2975694635545	4.395	ADAR,ANXA5,ATP2A2,CAPN2,CCND3,CMPK2,CXCL10,DDX58,DHX58,DTX3L,EIF2AK2,EPSTI1,FN1,GPNMB,HELZ2,HERC6,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IL6,IRF1,IRF7,IRF9,OAS2,PARP12,PARP14,PENK,RSAD2,SAMD9L,SHISA5,SOCS2,SP110,SPP1,STAR,STAT1,STAT2,TNF,TRIM25,USP18,XAF1	Upstream	R62_12wk
stallimycin Signaling	13.2254830342715	4.03	CSF1,CXCL10,F3,IFI16,IFI44,IFIH1,IFIT1,IFIT2,IL1B,IL6,IRF1,IRF7,PML,SP110,STAT1,TNF,TNFSF10	Upstream	R62_12wk
NFATC2 Signaling	13	2.484	Ccl2,CD274,CD86,CMPK2,CXCL10,Cxcl11,CXCL2,CXCL3,Cxcl9,EGR3,FGL2,GPNMB,HELZ2,IFIT1B,IFIT2,Iigp1,IL12B,IL1B,IL6,IRF1,IRF7,ISG20,Mx2,OASL,PML,PTGS2,RGS2,RSAD2,SLAMF1,SOCS2,STAT1,STAT2,TBX21,TNF,Tnfsf9	Upstream	R62_12wk
IKBKE Signaling	12.9469215565166	2.711	ADAR,Ccl2,CXCL10,Cxcl11,CXCL2,Cxcl9,HLA-A,IFI16,IFIH1,IFIT1,IFIT2,IL23A,IL6,IRF7,PTGS2,RSAD2,STAT1,TNF,ZC3HAV1	Upstream	R62_12wk
bromodeoxyuridine Signaling	12.9318141382538	4.15	CSF1,CXCL10,F3,IFI16,IFI44,IFIH1,IFIT1,IFIT2,IL1B,IL6,IRF1,IRF7,PML,SERPINE1,SP110,STAT1,TNF,TNFSF10	Upstream	R62_12wk
SAMSN1 Signaling	12.8477116556169	4.899	CMPK2,CXCL10,Cxcl11,CXCL2,Cxcl9,FGL2,HELZ2,IFIT1B,IFIT2,Iigp1,IL12B,IL23A,IL6,IRF1,IRF7,ISG20,Mx2,OASL,PML,PTGS2,RSAD2,STAT1,STAT2,TNF	Upstream	R62_12wk
ribavirin Signaling	12.6345120151091	2.494	CD86,Cxcl11,Cxcl9,DDX58,EIF2AK2,IFI44L,IFIT2,IL6,IRF1,IRF7,OASL,RSAD2,STAT1,TNF,USP18	Upstream	R62_12wk
LDL Signaling	12.4962093169428	2.656	ABCG1,APOE,ATP2A2,AXL,CAPN2,Ccl2,CD36,CDK1,CXCL10,CXCL2,CXCL3,CYBB,EGR3,F3,GAS6,HSP90B1,IFIT2,IGF1,IL12B,IL1B,IL1RN,IL6,IRF7,ITPR2,LASP1,MSR1,NAMPT,NCF1,OLR1,PLAU,PLIN2,PTGS2,SERPINE1,SIGLEC1,STAR,TNF,TNFSF10,VEGFA	Upstream	R62_12wk
salmonella minnesota R595 lipopolysaccharides Signaling	12.4436974992327	3.925	AXL,Ccl2,Ccl6,CD86,CH25H,CMPK2,CXCL10,CXCL2,CXCL3,HLA-DQA1,IFIT1B,IFIT2,IL12B,IL1B,IL6,IRF1,ITPR2,Ms4a4b (includes others),OASL,PTGS2,RSAD2,SERPINE1,SLFN13,SLFN5,TNF,Tnfsf9	Upstream	R62_12wk
Irgm1 Signaling	12.1481303992702	-3.351	AURKB,Ccl2,CXCL10,Cxcl11,Cxcl9,IFI16,Ifi27l2a/Ifi27l2b,IFIT1B,IFIT2,Iigp1,IL6,IRF7,OAS2,OASL,RSAD2,TNF,USP18	Upstream	R62_12wk
SPI1 Signaling	12.1266793981846	4.512	CD72,CDK1,CMPK2,CSF1,CTSE,CXCL10,Cxcl9,CYBB,EVI5,FOXO1,HELZ2,IFI44,IFI44L,IFIT1,IFIT1B,IFIT2,IFITM3,IL12B,IL1B,IL1RN,IRF7,IRF9,ISG20,Klra7 (includes others),LYZ,mir-142,NCF1,OASL,PARP12,PML,PTGS2,RSAD2,SP110,SPP1,TNF,TNFSF10,USP18	Upstream	R62_12wk
SASH1 Signaling	12.1062382379421	4.583	CMPK2,CXCL10,Cxcl11,FGL2,HELZ2,IFIT1B,IFIT2,Iigp1,IL12B,IL6,IRF1,IRF7,ISG20,Mx2,OASL,PML,PTGS2,RSAD2,STAT1,STAT2,TNF	Upstream	R62_12wk
IFNA4 Signaling	11.8632794328436	3.327	Bst2,CD274,CD86,CXCL10,IFIH1,IFIT1,IFIT2,Irgm1,Ly6a (includes others),MITD1,Mx2,OASL,RSAD2,USP18,ZBP1	Upstream	R62_12wk
dexamethasone Signaling	11.7399286120149	-3.508	ACAT1,ADRA2A,ALCAM,APOD,APOE,AREG,ARL4C,ATP1A3,ATP2A2,AUH,BLZF1,CALB1,Ccl2,CCND3,CD274,CD36,CD86,CEACAM1,Clec2d (includes others),CLEC7A,CMPK2,CSF1,CST7,CTSE,CTSW,CXCL10,Cxcl11,CXCL14,CXCL2,CXCL3,Cxcl9,CXCR4,CYBB,CYP51A1,DDX58,DECR1,DIO2,DYRK2,EGLN3,EGR3,ENC1,EPSTI1,EXT1,F3,FGL2,FKBP5,FN1,FOXO1,GAL,GAS6,GPR65,HELZ2,HGF,HILPDA,HIPK2,HLA-A,HPGD,HSP90B1,HSPH1,Ifi202b,Ifi27l2a/Ifi27l2b,IFI35,IFI44,IFIT1,IFIT1B,IFIT2,IFITM3,IGF1,IGF2BP2,IL12B,IL16,IL1B,IL1RN,IL2RB,IL6,IRF1,IRF2BP2,IRF7,IRF9,ISG20,ITPR2,KDM2A,KLF3,KLRB1,KPNB1,LGALS3,LGALS3BP,LPIN1,LPL,Ly6a (includes others),MAPK1,MSR1,NCAM1,NCAPH,NUP50,OASL,OLR1,OSM,P4HA1,PARP14,PENK,PER3,PLAU,PLAUR,PREP,PRKCA,PTGS2,PTN,RGS2,RORA,RSAD2,SERPINE1,SERPINF1,SIGLEC8,SLC26A2,SLC43A1,SOCS2,SORT1,SPP1,ST6GAL1,STAR,STAT1,STAT2,Sult1a1,TBX21,TBXAS1,TCIM,TFRC,THBS2,TNF,TNFAIP2,TNFSF10,Tnfsf9,TNS1,Trim30a/Trim30d,TSC22D3,USP18,VEGFA,VMP1,XAF1,ZBTB16	Upstream	R62_12wk
VCAN Signaling	11.6615435063954	1.541	ANG,APOE,Ccl2,CXCL2,CXCL3,DAG1,F3,FN1,IFI44,IFI44L,IFIT1,IFIT2,IL12B,IL1B,IL1RN,IL6,LGALS3,OAS2,PARP14,PENK,PLAU,RGS2,SORT1,ST6GAL1,STAT1,TMEM204,TNF,VEGFA,XAF1	Upstream	R62_12wk
DOCK8 Signaling	11.6497519816658	4.472	CMPK2,CXCL10,Cxcl11,Cxcl9,FGL2,HELZ2,IFIT1B,IFIT2,Iigp1,IL12B,IL6,IRF1,IRF7,ISG20,Mx2,PTGS2,RSAD2,STAT1,STAT2,TNF	Upstream	R62_12wk
FZD9 Signaling	11.5128616245228	2.556	Ccl2,CXCL10,CXCL14,IFI16,Ifi202b,Ifi27l2a/Ifi27l2b,IFI44,IFIT1B,IRF7,Oasl2,STAT1	Upstream	R62_12wk
TNF Signaling	11.170696227169	3.963	ALCAM,APOE,ATP2A2,BCL2L13,Ccl2,Ccl6,CCND3,CD274,CD36,CD86,CDC42EP4,CH25H,CHST2,CSF1,CST7,CXCL10,Cxcl11,CXCL16,CXCL2,CXCL3,Cxcl9,CXCR4,CYBB,DAG1,DBI,DDX58,DPYS,EGLN3,EGR3,EIF2AK2,EMP2,EXT1,F3,FADS1,FLT1,FN1,FOXO1,FSCN1,GAS5,GBP6,GSK3B,HGF,HIPK2,HLA-A,HPCA,HPGD,HSP90AB1,HSP90B1,HSPA1A/HSPA1B,IFI16,IFIH1,IFIT1,IFIT1B,IGF1,IL12B,IL16,IL1B,IL1RN,IL23A,IL6,IRF1,IRF7,ITGAX,ITPR2,KLF7,KLHL21,KLRB1,LGALS3,LOX,LPL,MAP3K14,MAPK1,MSR1,MTTP,Mx1,NAMPT,NCAM1,NCF1,NFATC2,NFE2L2,NRARP,OAS2,OASL,OLR1,OSM,PARP14,PENK,PLAU,PLAUR,PLIN2,PML,PRKCA,PTGS2,RGS2,RORA,SCUBE1,SERPINE1,SERPINF1,SLC1A4,SLC7A1,SOCS2,SPP1,ST6GAL1,STAR,STAT1,SYVN1,TBX21,TBXAS1,TCFL5,TCIM,TFRC,THAP12,THBS2,TLR7,TNF,TNFAIP2,TNFSF10,TSC22D3,TSHZ1,UBE2H,VEGFA,VMP1,YY1	Upstream	R62_12wk
pristane Signaling	11.0614802748235	2.151	Ccl2,CD86,CXCL10,FN1,IFI16,IL12B,IL1B,IL23A,IL6,IRF7,Ly6a (includes others),Mx1,PTGS2,TNF	Upstream	R62_12wk
TLR4 Signaling	11.0419141514789	3.79	AREG,Ccl2,CD274,CD86,CMPK2,CXCL10,Cxcl11,CXCL2,CXCL3,Cxcl9,DNMT3A,F3,FGL2,HELZ2,HLA-DQA1,IFI16,IFIT1B,IFIT2,IFITM3,Iigp1,IL12B,IL1B,IL23A,IL2RB,IL6,IRF1,IRF7,Irgm1,ISG20,Mx1,Mx2,OASL,PML,PTGS2,RSAD2,SLC6A12,SPP1,STAT1,STAT2,TFRC,TNF,TNFSF10,ZC3H12C	Upstream	R62_12wk
IL12 (complex) Signaling	11.0065637695024	1.222	Ccl2,CD86,CEACAM1,CSF1,CXCL10,Cxcl9,GAS5,Gzmb,Ifi202b,IFIH1,IFIT1B,IFIT2,Iigp1,IL12B,IL1B,IL6,IRF1,ISG20,KLRB1,Ly6a (includes others),Ms4a4b (includes others),Mx1,PLAU,PRF1,PTGS2,SOCS2,TBX21,TFRC,TNF,Trim30a/Trim30d,VEGFA	Upstream	R62_12wk
C5 Signaling	10.8416375079047	2.199	Ccl2,CD86,CSF1,CXCL10,CXCL2,CXCL3,CYBB,DAG1,F3,FLT1,FN1,HGF,IL12B,IL1B,IL23A,IL6,NFE2L2,SERPINE1,ST6GAL1,THAP12,TNF,TNFAIP2,VEGFA	Upstream	R62_12wk
JAK Signaling	10.7772835288524	2.714	CXCL10,DDX58,EIF2AK2,IFIH1,IFIT1,IFIT2,IFITM3,IGF1,IL12B,IL6,PTGER4,PTGS2,RSAD2,SOCS2,STAT1	Upstream	R62_12wk
TREX1 Signaling	10.6161846340196	-2.916	CXCL10,IFI16,Ifi27l2a/Ifi27l2b,IFI44,IFIT1B,IFIT2,Ly6a (includes others),OASL,USP18	Upstream	R62_12wk
FADD Signaling	10.5316526695878	1.852	ASB13,Ccl2,CDK1,CXCL10,Cxcl11,CXCL2,CXCR4,DDX58,DHX58,EIF2AK2,IFIH1,IFIT1B,IFIT2,IL6,IRF7,Mx1,Mx2,Sp100,STAT1,STAT2,TNF	Upstream	R62_12wk
IFNL3 Signaling	10.4989407377822	3.387	DDX58,IL12B,IL23A,ISG20,Mx1,Mx2,Oas1b,RNASEL,RSAD2,STAT1,TNF,USP18	Upstream	R62_12wk
Ifn gamma Signaling	10.397940008672	2.944	ADAR,Ccl2,CD86,CXCL10,Cxcl11,CXCL16,Cxcl9,CYBB,EIF2AK2,FLT1,FN1,IFI44L,IL1B,Ly6a (includes others),MAPK1,PML,STAT1,TNF,TNFSF10,XAF1	Upstream	R62_12wk
VIP Signaling	10.3777859770337	-1.242	Ccl2,CCND3,CD274,CD86,CXCL10,CXCL2,CXCL3,EGR3,Gzmb,IGF1,IL12B,IL1B,IL6,IRF1,LYZ,NFATC2,PRF1,PTGS2,SORT1,STAR,TLR1,TNF	Upstream	R62_12wk
ELAVL1 Signaling	10.3297541469259	3.953	APOD,Bst2,CD86,Csprs (includes others),Cxcl9,DNMT3A,EIF4E2,GBP6,HLA-A,IFI16,IFI44,IFIH1,IFITM3,Iigp1,IL6,IRF1,IRF9,Irgm1,LGALS3BP,Ms4a4b (includes others),Oas1b,OAS2,PTGS2,STAT1,TNF,TSC22D3,USP18,VAPB,VEGFA	Upstream	R62_12wk
prostaglandin E2 Signaling	10.2211255279973	1.375	ABCG1,AREG,ATP2A3,Ccl2,CD274,CD86,Clec2d (includes others),CSF1,CST7,CXCL10,CXCL3,CXCR4,F2R,FLT1,FN1,FOXO1,Gzmb,IGF1,IL12B,IL16,IL1B,IL1RN,IL23A,IL6,IRF1,OSM,PENK,PLAU,PTGER4,PTGS2,Retnla,RGS2,SOCS2,SPP1,STAR,TBX21,TNF,TSC22D3,VEGFA	Upstream	R62_12wk
PLAU Signaling	10.1992829217176	2.805	ABCG1,ANG,Ccl2,CXCL3,F3,FLT1,FN1,HGF,IGF1,IL1B,IL6,PLAU,PLAUR,PTN,Retnla,SERPINE1,SLFN13,TNF	Upstream	R62_12wk
imiquimod Signaling	10.0476919903379	3.798	Ccl2,CD274,CXCL2,IFI35,IL12B,IL1B,IL1RN,IL23A,IL6,IRF7,ISG20,OASL,PTGS2,RNF213,RSAD2,STAT1,TLR7,TNF,TNFSF10	Upstream	R62_12wk
NR1H3 Signaling	10.0083309926201	1.28	ABCG1,Apoc1,APOD,APOE,ARL4C,AURKB,Bst2,Ccl2,CD274,CDK1,CXCL10,Cxcl11,CXCL16,CXCL2,DDX60,DIO2,FGL2,GAS6,GPX3,IFIT2,IL1B,IL1RN,IL6,IRF7,LPL,LYZ,PLAU,PTGS2,STAR,TLR1,TNF,VEGFA,ZBP1	Upstream	R62_12wk
IRF4 Signaling	9.91721462968355	-2.868	Ccl2,CDK1,CXCL10,CXCL3,CXCR4,DBI,FLT1,IL12B,IL1B,IL1RN,IL6,IRF1,IRF7,IRF9,MANF,mir-142,PLAUR,PRKCA,RORA,SPP1,STAT1,STAT2,TBX21,TNF,TNFSF10,UBE2H	Upstream	R62_12wk
TREM1 Signaling	9.73754891026957	0.398	AREG,Ccl2,CD274,CD86,CDK1,CRTAM,CSF1,CXCL10,CXCL2,CXCL3,CXCR4,EGR3,F3,GLA,IFIT2,IL12B,IL1B,IL23A,IL6,IRF1,ITGAX,LPL,OASL,PLEKHF2,PTGS2,SFMBT2,SPP1,TMPO,TNF	Upstream	R62_12wk
Salmonella enterica serotype abortus equi lipopolysaccharide Signaling	9.72124639904717	3.34	AREG,Ccl2,CD274,CDK1,CXCL2,CXCL3,EGR3,F3,FLT1,GLA,IFIT2,IL12B,IL1B,IL23A,IL6,IRF1,OASL,PLAU,PLEKHF2,PTGS2,SFMBT2,SLAMF1,SYNPO2,TMPO,TNF,TPD52,ZBTB10	Upstream	R62_12wk
Immunoglobulin Signaling	9.65757731917779	2.098	ADIPOR1,AREG,CAPG,Ccl2,CCND3,CD274,CD86,CORO2A,CSF1,CXCL10,CXCL2,CXCL3,Cxcl9,CXCR4,EGR3,EIF2AK2,EXT1,F3,FN1,GSK3B,Gzmb,IFIT1B,IFIT2,IL12B,IL1B,IL1RN,IL23A,IL2RB,IL6,IRF1,IRF7,ITGAX,Ly6a (includes others),Mx1,NAMPT,OAS2,OSM,PENK,PLAU,PRF1,PRPS2,PTGS2,RGS2,RSAD2,SPP1,TBX21,TFRC,TLR7,TNF,VEGFA,ZBTB16	Upstream	R62_12wk
NFAT5 Signaling	9.6458915608526	2.464	AREG,ATP2A2,C2,Ccl2,CXCL10,CXCL16,CXCL3,CYBB,F3,Hspa1b,IL1B,IL1RN,IL23A,IL6,JAM2,SLC6A12,SPP1,TNF,TNFAIP2,VEGFA	Upstream	R62_12wk
losartan potassium Signaling	9.62342304294349	-1.261	ADIPOR1,ATP2A2,Ccl2,CD36,CXCL10,CXCL3,CYBB,F3,FN1,IL1B,IL6,ITPR2,NR3C2,OLR1,PTGS2,SERPINE1,SPP1,STAR,TBX21,TNF,VEGFA	Upstream	R62_12wk
fluticasone propionate Signaling	9.55752023093555	0.335	ABCG1,CD36,CD86,CXCL10,CXCL2,FKBP5,FSCN1,GAL,HLA-DQA1,HPGD,IFIT1,IL1B,IL1RN,LPL,NAMPT,OAS2,OLR1,PLAU,PLIN2,SERPINE1,SERPINF1,SLAMF1,SPP1,ST6GAL1,STAT1,TSC22D3	Upstream	R62_12wk
CpG ODN 1826 Signaling	9.5543957967264	2.915	CD274,CD86,CXCL10,CXCL3,CYBB,IL12B,IL1B,IL6,IRF7,KLHL21,mir-142,NCF1,PARP14,RGS2,TNF,Tnfsf9	Upstream	R62_12wk
TNK1 Signaling	9.52432881167557	3.162	IFI16,IFIH1,IFIT1B,IFIT2,IL6,IRF7,ISG20,Oas1b,OAS2,TNFSF10	Upstream	R62_12wk
ARRB2 Signaling	9.45967052520913	-1.305	ADRA2A,Ccl2,CXCL2,CXCL3,F3,GSK3B,IL1B,IL6,PTGS2,SERPINE1,TNF,VEGFA	Upstream	R62_12wk
TAB1 Signaling	9.45967052520913	-2.229	CH25H,CXCL10,IFIH1,IFIT1,IL1B,IL6,IRF7,PTGS2,RGS2,SERPINE1,TNFSF10,XAF1	Upstream	R62_12wk
PRKD1 Signaling	9.39577394691553	2.797	Ccl2,CD86,CXCL10,Cxcl11,CXCL2,CXCL3,Cxcl9,F3,IL12B,IL1B,IL23A,IL6,LPL,PTGS2,TNF	Upstream	R62_12wk
IFNE Signaling	9.2335871528876	2.72	CD86,CXCL10,IFIH1,IFIT2,IFITM3,ISG20,PTGER4,PTGS2,STAT1,TRIM5,USP18,ZBP1	Upstream	R62_12wk
IL10 Signaling	9.23210238398191	-1.607	Ccl2,Ccl6,CCND3,CD274,CD72,CD86,CEACAM1,CLEC7A,CSF1,CTSE,CXCL10,CXCL2,CXCL3,Cxcl9,CXCR4,F3,FKBP5,HLA-G,HPGD,IFIT2,Iigp1,IL12B,IL1B,IL1RN,IL23A,IL6,IRF1,MSR1,OSM,PTGS2,SLAMF1,STAT1,TFRC,TLR7,TNF,TNFSF10,TSC22D3,VEGFA	Upstream	R62_12wk
HMOX1 Signaling	9.20134935455473	-2.354	ABCG1,Ccl2,CD274,CXCL10,CXCL2,CXCL3,FLT1,GPX3,HGF,IGF1,IL12B,IL1B,IL1RN,IL23A,IL6,MSR1,NCF1,NFE2L2,PTGS2,THBS2,TNF,VEGFA	Upstream	R62_12wk
rosiglitazone Signaling	9.13966199342901	-0.012	ABCG1,ADIPOR1,APOE,Ccl2,CD36,CD86,CLEC7A,CSF1,CXCL10,Cxcl9,DECR1,DIO2,EGLN3,F3,FGF13,FN1,GPR65,HGF,HPGD,IFIT2,IGF1,IL12B,IL1B,IL1RN,IL6,IRF1,IRF7,LOX,LPIN1,LPL,MSR1,OAS2,OLR1,PENK,PLIN2,PTGS2,Retnla,RGS2,RORA,SERPINE1,SERPINF1,STAT1,STAT2,TBX21,TFAM,THBS2,TNF,VEGFA	Upstream	R62_12wk
fingolimod Signaling	9.13194363817696	-2.181	AXL,Ccl2,CCND3,CD274,CD36,CD86,CXCL10,Cxcl11,CXCL2,Cxcl9,FN1,HLA-DQA1,IL1B,IL23A,IL6,SERPINE1,TBX21,TNF	Upstream	R62_12wk
CpG ODN 1668 Signaling	9.11182050608168	2.681	Ccl2,CD86,CXCL10,CXCL3,IL12B,IL1B,IL23A,IL6,IRF7,PTGS2,STAT1,STAT2,TLR7,TNF	Upstream	R62_12wk
Pam3-Cys-Ser-Lys4 Signaling	9.09691001300806	3.219	Ccl2,CD274,CD86,CXCL10,CXCL2,CXCL3,Cxcl9,F3,HLA-A,IL12B,IL1B,IL23A,IL6,IRF1,IRF7,KLHL21,NAMPT,PARP14,PTGS2,RGS2,STAT1,TLR1,TNF,Tnfsf9	Upstream	R62_12wk
mitoxantrone Signaling	9.01863449092146	1.067	CXCL10,Cxcl9,IFI16,IFIT2,IL1B,IL6,IRF7,Mx1,Mx2,OAS2,RSAD2,VEGFA	Upstream	R62_12wk
Nr1h Signaling	8.97881070093006	-2.64	ABCG1,Apoc1,APOD,APOE,C2,Ccl2,CSF1,CXCL10,Cxcl11,F2R,FLT1,IFIH1,IL12B,IL1B,IL6,LPL,Mx2,Oas1b,PML,PTGS2,SBNO2,SP110,STAR,TNF,ZBTB16	Upstream	R62_12wk
15-deoxy-delta-12,14 -PGJ 2 Signaling	8.93930215964639	-1.973	Ccl2,CD36,CXCL10,CXCL2,CYBB,DDX58,DNAJB1,FLT1,FN1,HGF,HSPB1,HTRA3,IL1B,IL6,IRF1,MSR1,NFE2L2,P4HA1,PLAU,PTGS2,RORA,SERPINE1,SPP1,STAT1,TBXAS1,TNF,VEGFA	Upstream	R62_12wk
FCGR2A Signaling	8.89279003035213	2.524	Ccl2,CXCL2,CXCL3,IL12B,IL1B,IL23A,IL6,PTGS2,SERPINE1,TNF,VEGFA	Upstream	R62_12wk
